id,AmountC_elevated,AmountN_elevated,CN_elevated,d13C_elevated,d15N_elevated,AmountC_ambient,AmountN_ambient,CN_ambient,d13C_ambient,d15N_ambient,AmountC_subamb,AmountN_subamb,CN_subamb,d13C_subamb,d15N_subamb,AmountC_high,AmountC_low,AmountN_high,AmountN_low,CN_high,CN_low,d13C_high,d13C_low,d15N_high,d15N_low,AmountC,AmountN,CN,d13C,d15N
RIL029,NA,NA,19.1461267443881,-44.1041097104975,0.658465434856421,1560.7140701929,100.495983959307,15.5301138284776,-38.6712213944407,0.338682159663223,1350.19095267609,82.91411998021,16.2842101321024,-34.0485546822967,-2.03447399228304,NA,-210.52311751681,NA,-17.581863979097,3.6160129159105,0.754096303624802,-5.4328883160568,4.622666712144,0.319783275193198,-2.37315615194626,1455.4525114345,91.7050519697585,16.986816901656,-38.9412952624116,-0.345775465921132
RIL030,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
RIL031,1802.73057406964,68.2589726867868,NA,NA,1.64175222051082,1513.00093942627,59.6510850033096,25.3641813781313,-37.6722868454275,0.0809968151147824,1298.72860913298,64.6070544580687,20.1019628588065,-33.1046275172866,-0.635786492500038,289.72963464337,-214.27233029329,8.6078876834772,4.9559694547591,NA,-5.2622185193248,NA,4.5676593281409,1.56075540539604,-0.71678330761482,1538.15337420963,64.172370716055,22.7330721184689,-35.3884571813571,0.362320847708521
RIL032,1552.26536288682,99.5707472107453,15.5895723028109,-43.7636138789836,0.28835769290542,1667.99599440284,108.587183650011,15.3608919426346,-37.1932526077832,-1.30677209110695,1346.0438181024,54.4366929649591,24.7267742544325,-32.4253791392273,NA,-115.73063151602,-321.95217630044,-9.0164364392657,-54.1504906850519,0.2286803601763,9.3658823117979,-6.5703612712004,4.7678734685559,1.59512978401237,NA,1522.10172513069,87.5315412752385,18.5590794999593,-37.7940818753314,-0.509207199100765
RIL033,1782.0631007555,92.4128586330348,19.283713620763,-43.3015028477301,0.364994155121308,1467.17002235803,64.326847462353,22.8080510741131,-37.4092671904408,-0.119255911519162,1366.96236732504,59.6688159349716,22.9091585932388,-33.4175931990558,-0.67062023175034,314.89307839747,-100.20765503299,28.0860111706818,-4.6580315273814,-3.5243374533501,0.101107519125701,-5.8922356572893,3.991673991385,0.48425006664047,-0.551364320231178,1538.73183014619,72.1361740101198,21.6669744293716,-38.0427877457422,-0.141627329382731
RIL034,1558.8928020418,80.3178281872052,19.4090507328998,-44.2033851305495,0.984062723709842,1534.03044708319,74.8869641280288,20.4846125750346,-38.4119812449899,-0.853752928121027,1570.8931953849,91.8296054357201,17.1066094418157,-33.7727443000432,-3.51092449643664,24.86235495861,36.8627483017101,5.4308640591764,16.9426413076913,-1.0755618421348,-3.3780031332189,-5.7914038855596,4.6392369449467,1.83781565183087,-2.65717156831561,1554.6054815033,82.344799250318,19.0000909165834,-38.7960368918609,-1.12687156694928
RIL035,1511.34369154382,74.27818861774,20.3470725345996,-43.4782134451,0.629891956280571,1535.67772159603,56.2928303858242,NA,NA,NA,1554.37720646291,99.7511334182857,15.582551828709,-33.5311320482155,-1.98957105538395,-24.3340300522102,18.6994848668799,17.9853582319158,43.4583030324615,NA,NA,NA,NA,NA,NA,1533.79953986759,76.7740508072833,17.9648121816543,-38.5046727466577,-0.67983954955169
RIL036,1320.03191956859,79.0647254812944,16.6955859459842,-43.5551339817803,0.666409447420081,1300.04001500829,55.0606663058725,23.6110476358263,NA,0.355872125935617,1483.90990911613,107.535118178689,13.7993051409526,-34.1200243776503,-1.28861840621002,19.9919045602999,183.86989410784,24.0040591754219,52.4744518728165,-6.9154616898421,-9.8117424948737,NA,NA,0.310537321484464,-1.64449053214564,1367.99394789767,80.553503321952,18.0353129075877,-38.8375791797153,-0.088778944284774
RIL037,1353.00879206984,83.1507386620462,16.2717591429818,-43.8437310346193,0.962185108943358,1442.87877101687,80.2593075841373,17.9777126721941,-38.0058976882842,-0.827545368661646,1476.33509816894,104.463079467415,14.1326017354241,-34.036273997654,-0.795339942345299,-89.8699789470299,33.4563271520701,2.89143107790889,24.2037718832777,-1.7059535292123,-3.84511093677,-5.8378333463351,3.9696236906302,1.789730477605,0.0322054263163469,1424.07422041855,89.2910419045328,16.1273578502,-38.6286342401858,-0.220233400687862
RIL038,1593.61214221057,66.2158329394631,24.0669349227624,-43.8422701553888,0.0750901731061588,1487.66585891701,70.7107487787188,21.0387513159066,-38.3082782660246,-1.27618896239978,1567.55860072447,93.4827081594846,16.7684337733366,-33.7765202083015,-1.3765962814278,105.94628329356,79.89274180746,-4.4949158392557,22.7719593807658,3.0281836068558,-4.27031754257,-5.5339918893642,4.5317580577231,1.35127913550594,-0.10040731902802,1549.61220061735,76.8030966258888,20.6247066706685,-38.642356209905,-0.859231690240474
RIL041,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
RIL042,1416.35119528798,60.2162904605075,23.5210635603149,-43.7520270359303,0.340228123405573,1378.65531404622,89.4479057561312,15.412941224191,-38.2932635510701,-1.20496158183447,1651.36805652354,72.2355576745642,22.8608750272723,-32.8645271825177,-0.841271733016976,37.6958812417602,272.71274247732,-29.2316152956237,-17.212348081567,8.1081223361239,7.4479338030813,-5.4587634848602,5.4287363685524,1.54518970524004,0.363689848817494,1482.12485528591,73.966584630401,20.5982932705927,-38.3032725898394,-0.568668397148624
RIL043,1300.82784438977,64.6989268014222,20.1058643272762,-44.4090141598651,1.01404581972558,1581.09178699984,78.6347392604219,20.1067848875749,-37.3502775508275,1.43254206489292,1272.91049498674,87.8661306491662,14.4869301240685,-33.3527639401912,-1.9631113972238,-280.26394261007,-308.1812920131,-13.9358124589997,9.2313913887443,-0.000920560298698803,-5.6198547635064,-7.0587366090376,3.9975136106363,-0.41849624516734,-3.39565346211672,1384.94337545878,77.0665989036701,18.2331931129732,-38.3706852169613,0.161158829131567
RIL044,1739.53911409212,75.7042702619933,22.9780844339693,-43.8635070204397,0.302470104378967,1477.77476581903,71.4398817935887,20.6855712624045,-38.0593289325082,0.0317571078814805,1522.04118940656,90.9838871863009,16.7286894028828,-33.5966308078375,-2.2687478038579,261.76434827309,44.26642358753,4.2643884684046,19.5440053927122,2.2925131715648,-3.9568818595217,-5.8041780879315,4.4626981246707,0.270712996497486,-2.30050491173938,1579.7850231059,79.3760130806276,20.1307816997522,-38.5064889202618,-0.644840197199151
RIL045,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
RIL047,1373.28738540295,74.3996463743313,18.4582515149797,-44.0111382712082,0.2805992960957,1701.066378309,92.0133907100749,18.4871611097226,-37.4970825661894,-1.31790725871826,1623.1198610508,89.2479628022692,18.1866320539647,-33.9759042294404,-2.22354387025286,-327.77899290605,-77.9465172581999,-17.6137443357436,-2.7654279078057,-0.028909594742899,-0.300529055757899,-6.51405570501881,3.521178336749,1.59850655481396,-0.9056366115346,1565.82454158758,85.2203332955585,18.3773482262223,-38.4947083556127,-1.08695061095847
RIL048,NA,NA,NA,NA,NA,1648.70447017023,66.8172703941635,24.6748252427001,NA,-0.375372958661617,1637.35800017473,103.152968636368,15.8731059495408,-33.6011982485235,-2.18994997730498,NA,-11.3464699955,NA,36.3356982422045,NA,-8.8017192931593,NA,NA,NA,-1.81457701864336,1643.03123517248,84.9851195152658,20.2739655961204,-33.6011982485235,-1.2826614679833
RIL049,1513.30429804341,78.0237720456071,19.3954260139953,-44.3754919788352,1.38563582215234,1634.38656430825,81.1463608790139,20.1412182456963,-38.2995820931127,0.379982058067923,1597.11148090207,107.492465670937,14.8578923269957,-33.7050257859316,-2.26410772710317,-121.08226626484,-37.2750834061799,-3.12258883340679,26.3461047919231,-0.745792231701,-5.2833259187006,-6.0759098857225,4.59455630718109,1.00565376408442,-2.64408978517109,1581.60078108458,88.887532865186,18.1315121955624,-38.7933666192932,-0.166163282294302
RIL050,1291.91437576281,70.1594390489217,18.4139781229147,-43.7793192183375,0.631060906404469,1391.03381538345,86.120149025252,16.1522457999414,-38.619870445878,-0.0405326327999341,1536.97151624729,93.318750185328,16.4701253841796,-33.9891536089955,-2.11686475651669,-99.1194396206399,145.93770086384,-15.9607099763303,7.198601160076,2.2617323229733,0.317879584238199,-5.1594487724595,4.6307168368825,0.671593539204403,-2.07633212371676,1406.63990246452,83.1994460865006,17.0121164356786,-38.7961144244037,-0.508778827637385
RIL051,1413.29333249366,77.4971817024595,18.2367061801011,-43.8940341638086,0.82165038908751,1547.25611098963,87.1250138189796,17.7590343251408,-38.1031626011162,-0.26337291493464,1694.56943049183,69.2262554989198,24.478709967467,-32.5669069058914,-0.892944265694233,-133.96277849597,147.3133195022,-9.6278321165201,-17.8987583200598,0.477671854960299,6.7196756423262,-5.7908715626924,5.5362556952248,1.08502330402215,-0.629571350759593,1551.70629132504,77.949483673453,20.1581501575696,-38.1880345569387,-0.111555597180454
RIL052,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
RIL053,1697.82161538367,85.1181929204122,19.9466360496066,-44.259391053777,0.933828570521385,1579.66913632373,87.0130938309566,18.1543842055842,-37.9061301033447,-1.1832775411713,1482.62752698665,56.6536735178877,26.1700157275509,-32.6534059093578,-0.577570523516453,118.15247905994,-97.04160933708,-1.89490091054441,-30.3594203130689,1.7922518440224,8.0156315219667,-6.3532609504323,5.2527241939869,2.11710611169269,0.605707017654847,1586.70609289802,76.2616534230855,21.4236786609139,-38.2729756888265,-0.275673164722123
RIL054,1488.369802897,72.3810981405188,20.5629624464597,-44.4397642070696,NA,1346.64512105653,83.9139391438224,16.0479311875525,NA,-2.29418954319641,1522.90741967714,NA,11.1245852354798,-34.3029264000331,-0.869785488246108,141.72468184047,176.26229862061,-11.5328410033036,NA,4.5150312589072,-4.9233459520727,NA,NA,NA,1.4244040549503,1452.64078121022,78.1475186421706,15.9118262898307,-39.3713453035514,-1.58198751572126
RIL055,1519.41683331807,85.4096690712569,17.7897520250362,-43.276074694992,0.542156814172947,1598.51559785199,72.6281427536567,22.0095893581349,-37.8330676735904,0.0930982087881099,NA,NA,NA,NA,NA,-79.0987645339198,NA,12.7815263176002,NA,-4.2198373330987,NA,-5.4430070214016,NA,0.449058605384837,NA,1558.96621558503,79.0189059124568,19.8996706915855,-40.5545711842912,0.317627511480528
RIL056,1398.21493177958,66.2099141761513,21.1179088385409,-43.4450411022371,0.347130646274722,1346.97816372622,72.032864783449,18.6994945678701,-37.9308450436145,1.1240321386359,1402.93044276402,85.5080432163495,16.4069997393622,-33.9465054639514,-2.72240675429513,51.23676805336,55.9522790378001,-5.8229506072977,13.4751784329005,2.4184142706708,-2.2924948285079,-5.5141960586226,3.9843395796631,-0.776901492361178,-3.84643889293103,1382.70784608994,74.5836073919833,18.7414677152577,-38.4407972032677,-0.417081323128169
RIL057,1428.22033459014,71.1174467929781,20.0825591889944,-43.8303875027732,1.24635578756088,1444.4403701376,64.3438073099332,22.4487861462716,-38.1673082333332,0.497264474958164,1559.12632274059,104.327488585899,14.9445399661555,-33.8882853422176,0.183719467021296,-16.2200355474599,114.68595260299,6.7736394830449,39.9836812759658,-2.3662269572772,-7.5042461801161,-5.66307926944,4.2790228911156,0.749091312602716,-0.313545007936868,1477.26234248944,79.9295808962701,19.1586284338072,-38.6286603594413,0.642446576513447
RIL058,1586.1390896467,78.514107635613,20.2019629008335,-44.2671059903037,2.29518944585471,1469.89428813104,82.8617361956967,17.7391200766003,-37.9512800901166,0.67849076572357,1729.59062608534,85.0466188906398,20.336971047719,-33.2622421153523,0.108041480158084,116.24480151566,259.6963379543,-4.34762856008369,2.18488269494311,2.4628428242332,2.5978509711187,-6.3158259001871,4.6890379747643,1.61669868013114,-0.570449285565486,1595.20800128769,82.1408209073165,19.4260180083843,-38.4935427319242,1.02724056391212
RIL059,1310.98194226744,64.224665762035,20.4124369774828,-43.1525647548693,0.0887812610688974,1534.30435453684,62.6738685183757,24.4807667183811,-37.8704188288552,0.175265205059843,1351.17837893545,75.4623924147609,17.9053212560373,-33.8124877575261,-2.85647286464287,-223.3224122694,-183.12597560139,1.5507972436593,12.7885238963852,-4.0683297408983,-6.5754454623438,-5.2821459260141,4.0579310713291,-0.0864839439909456,-3.03173806970271,1398.82155857991,67.4536422317239,20.9328416506337,-38.2784904470835,-0.864142132838043
RIL060,1324.2093006005,67.1789769492759,19.7116622005178,-44.9599744913928,2.29766479762341,1638.40761498261,76.9504967691293,21.2917093946547,-37.4077648683537,1.3622803194874,NA,NA,NA,NA,NA,-314.19831438211,NA,-9.7715198198534,NA,-1.5800471941369,NA,-7.5522096230391,NA,0.93538447813601,NA,1481.30845779156,72.0647368592026,20.5016857975862,-41.1838696798733,1.82997255855541
RIL061,1644.54290106077,87.4410330195511,18.8074505100261,-44.5077676457291,0.819542527544133,1365.32957695025,78.472128396894,17.3989109871561,-38.3497712362823,-0.845670218620607,1360.81649755264,77.3824649314855,17.5855925338836,-33.7654848231537,-0.479110139533929,279.21332411052,-4.51307939761,8.96890462265709,-1.08966346540851,1.40853952287,0.186681546727499,-6.1579964094468,4.5842864131286,1.66521274616474,0.366560079086678,1456.89632518789,81.0985421159769,17.9306513436886,-38.874341235055,-0.168412610203468
RIL062,1593.37888852588,77.9036958913551,20.4531873654367,-44.156129713367,1.36288434603689,1346.77609208204,66.7756269756177,20.1686776010923,-37.7805393006844,0.106993826181757,1446.20253224439,80.0131362816157,18.0745637460617,-33.358553053176,-2.95141718039846,246.60279644384,99.4264401623502,11.1280689157374,13.237509305998,0.284509764344403,-2.0941138550306,-6.3755904126826,4.4219862475084,1.25589051985513,-3.05841100658022,1462.11917095077,74.8974863828628,19.5654762375302,-38.4317406890758,-0.493846336059938
