id,biomass,biomass_log,leaf_mass,leaf_mass_log,seed_mass,seed_mass_log,stem_mass,stem_mass_log,ht_flag,ht_flower,AmountC,AmountN,d13C,d15N,CN
433,0.95,-0.0512932943875506,0.24,-1.42711635564015,0.34,-1.07880966137193,0.5,-0.693147180559945,20.97,33.85,1409.47308416188,71.9468524681319,-42.7820103573436,0.783635653700024,19.5904759667727
434,0.6,-0.510825623765991,0.06,-2.81341071676004,0.29,-1.23787435600162,0.25,-1.38629436111989,14.4,25.7,1534.40529614906,54.6470969272885,-42.8991026634472,0.625936036620365,NA
435,0.55,-0.59783700075562,0.02,-3.91202300542815,0.35,-1.04982212449868,0.17,-1.77195684193188,8.83,22.97,1389.20342517021,61.9995726842918,-43.4375981803889,1.13315969801595,22.4066612885249
436,0.46,-0.776528789498996,0.01,-4.60517018598809,0.32,-1.13943428318836,0.12,-2.12026353620009,7.2,19.23,1651.36473487781,84.4793210476983,-43.4257917388489,-0.373151764003749,19.5475616328098
437,0.53,-0.63487827243597,0.03,-3.50655789731998,0.33,-1.10866262452161,0.17,-1.77195684193188,10.13,22.87,1394.35728386167,77.1839380258984,-44.9441031618274,1.25958953185927,18.0653814708677
438,1.75,0.559615787935423,0.32,-1.13943428318836,0.62,-0.478035800943,0.81,-0.210721031315653,23.6,41.8,1364.34000403856,61.6426114798278,-43.3993872003172,0.194809069718665,22.1330662553943
439,1.25,0.22314355131421,0.13,-2.04022082852655,0.57,-0.562118918153541,0.54,-0.616186139423817,17.1,30.77,1636.52023968551,51.9712396771741,-43.5314627149112,-1.07690544599871,NA
440,0.36,-1.02165124753198,0.02,-3.91202300542815,0.25,-1.38629436111989,0.1,-2.30258509299405,8.17,18.43,1643.8895553097,89.1229216451262,-43.6294042414114,0.144200185791641,18.445193727551
441,0.56,-0.579818495252942,0.03,-3.50655789731998,0.34,-1.07880966137193,0.19,-1.66073120682165,10.9,23.7,1329.54088578409,89.6591430227998,-44.352310897511,-0.264447589710594,14.8288377622124
442,0.48,-0.7339691750802,0.02,-3.91202300542815,0.34,-1.07880966137193,0.13,-2.04022082852655,8.17,18.2,1535.36560409293,79.9204311851522,-43.6981231825707,-0.183026558627235,19.2111776841636
443,0.73,-0.3147107448397,0.16,-1.83258146374831,0.25,-1.38629436111989,0.32,-1.13943428318836,12.37,25.13,1595.37481600541,87.8951046927778,-43.4003436796884,0.088910249362183,18.1508949967324
444,0.81,-0.210721031315653,0.06,-2.81341071676004,0.41,-0.891598119283784,0.34,-1.07880966137193,14.73,30.3,1653.52927801064,96.3658701599397,-44.5559019397954,1.40951859618981,17.1588683344659
445,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
446,1.16,0.148420005118273,0.19,-1.66073120682165,0.38,-0.967584026261706,0.59,-0.527632742082372,16.1,30.43,1528.36684392337,91.8344702304058,-43.2346612701888,0.392943020699543,16.6426271103738
447,1.03,0.0295588022415444,0.12,-2.12026353620009,0.44,-0.82098055206983,0.47,-0.755022584278033,19.3,35.4,NA,NA,NA,NA,NA
448,0.66,-0.415515443961666,0.07,-2.65926003693278,0.33,-1.10866262452161,0.27,-1.30933331998376,13.57,26.4,1378.25982501024,64.4463135182847,-44.3718416300823,0.423129323820382,21.3861701277793
449,0.89,-0.116533816255952,0.32,-1.13943428318836,0.11,NA,0.46,-0.776528789498996,14.1,24.53,NA,NA,NA,NA,NA
450,1.45,0.371563556432483,NA,-0.867500567704723,0.27,-1.30933331998376,0.76,-0.27443684570176,NA,39.93,1521.90976357986,57.0470031994587,-42.9186366323992,-0.604948516394168,NA
451,0.74,-0.301105092783922,0.04,-3.2188758248682,0.45,-0.798507696217772,0.26,-1.34707364796661,8.17,24.8,1334.58886878645,71.2406628100384,-44.7027594001734,1.56845604731792,18.7335268390905
452,0.55,-0.59783700075562,0.02,-3.91202300542815,0.38,-0.967584026261706,0.16,-1.83258146374831,8,19.05,1447.60749352273,84.0428983478021,-44.3410255631058,0.61080066391538,17.2246260181552
453,0.66,-0.415515443961666,0.16,-1.83258146374831,0.26,-1.34707364796661,0.24,-1.42711635564015,16.6,26.4,1570.54375349016,88.1377730499944,-43.3978229103989,0.0928168145880489,17.8191903328361
454,1.11,0.104360015324243,NA,-0.994252273343867,0.24,-1.42711635564015,0.5,-0.693147180559945,21.7,33.87,1549.74387415715,96.8291671220043,-43.4756453623277,-0.149794472906765,16.0049282692319
455,0.6,-0.510825623765991,0.05,-2.99573227355399,0.33,-1.10866262452161,0.21,-1.56064774826467,11.27,25.63,1379.5063147134,83.6260559769118,-44.0614569730885,1.02861641216697,16.4961302861666
456,0.62,-0.478035800943,0.04,-3.2188758248682,0.37,-0.994252273343867,0.21,-1.56064774826467,13.5,27.13,1622.29932819264,80.3400920325425,-44.7871268149147,0.963158509705249,20.1928985535081
457,0.81,-0.210721031315653,0.16,-1.83258146374831,0.3,-1.20397280432594,0.35,-1.04982212449868,14.1,27.2,1505.16185235849,84.5147908335245,-43.2308153736893,0.190193471340158,17.8094489439526
458,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
459,0.91,-0.0943106794712413,0.08,-2.52572864430826,0.46,-0.776528789498996,0.37,-0.994252273343867,14.13,29.07,1536.68005824776,79.7539830792878,-43.9232757747066,-0.512590810813506,19.2677531443171
460,0.54,-0.616186139423817,0.02,-3.91202300542815,0.34,-1.07880966137193,0.18,-1.71479842809193,10.63,22.03,1322.47770456397,68.1196904631796,-43.8158712916467,0.0458199143310838,19.4140298579131
461,0.63,-0.462035459596559,0.03,-3.50655789731998,0.38,-0.967584026261706,0.22,-1.51412773262978,8.13,19.5,1258.69774613807,84.4615089014251,-44.6048284249679,0.280051965947353,14.902619696353
462,1.32,0.27763173659828,0.09,-2.40794560865187,NA,-0.3147107448397,0.5,-0.693147180559945,14.03,31.53,1509.66930131268,87.1970937641644,-44.4678456567923,-0.0586820150212996,17.3132983697343
463,0.21,-1.56064774826467,0.01,-4.60517018598809,0.14,-1.96611285637283,0.05,-2.99573227355399,7.1,16.87,NA,NA,NA,NA,NA
464,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
465,1.05,0.048790164169432,0.14,-1.96611285637283,0.47,-0.755022584278033,0.44,-0.82098055206983,14.53,29.23,1450.63205772338,84.9460878174912,-44.1369020208927,-0.562677048379978,17.0770908348375
466,0.93,-0.0725706928348354,0.25,-1.38629436111989,0.23,-1.46967597005894,0.45,-0.798507696217772,15.07,24.9,1605.20676432,78.103658423326,-44.1303484668862,1.36185590756682,20.5522608892363
467,0.73,-0.3147107448397,0.07,-2.65926003693278,0.41,-0.891598119283784,0.26,-1.34707364796661,12.77,26.37,1659.62409133595,82.8454656915049,-43.8862383645122,0.505641694695204,20.0327691743078
468,0.45,-0.798507696217772,0.02,-3.91202300542815,0.29,-1.23787435600162,0.14,-1.96611285637283,12,24.07,1518.4901635516,79.1644025438222,-44.4276799508628,0.137310186162827,19.1814769613278
469,0.63,-0.462035459596559,0.03,-3.50655789731998,0.38,-0.967584026261706,0.21,-1.56064774826467,9.5,21.77,1477.81070571256,72.3450706075875,-44.8503563271797,1.71036391589612,20.427248094462
470,0.86,-0.150822889734584,0.05,-2.99573227355399,0.46,-0.776528789498996,0.35,-1.04982212449868,16.5,33.4,1353.13543756797,69.6982414697535,-44.1867042189003,0.862072969327646,19.4141976760659
471,1.31,0.27002713721306,0.15,-1.89711998488588,0.59,-0.527632742082372,0.57,-0.562118918153541,18.17,33.23,1596.10516858633,79.2086952114138,-44.3924835645339,-0.747047597659724,20.150630739797
472,0.86,-0.150822889734584,0.17,-1.77195684193188,0.3,-1.20397280432594,0.39,-0.941608539858445,15.77,28.2,1523.42430679155,105.463311629119,-43.6851556421395,-0.251354844026594,14.4450641958688
473,0.39,-0.941608539858445,0.02,-3.91202300542815,0.24,-1.42711635564015,0.13,-2.04022082852655,9.83,22.33,1483.85475819062,92.6676026687072,-44.1064553338397,0.148309386203061,16.0126593918211
474,0.4,-0.916290731874155,0.02,-3.91202300542815,0.24,-1.42711635564015,0.15,-1.89711998488588,9.4,19.85,1369.86834112772,71.5561484446478,-43.2846596892694,0.687315720630998,19.1439641582635
475,1.22,0.198850858745165,0.09,-2.40794560865187,0.63,-0.462035459596559,0.5,-0.693147180559945,14.3,29.75,1461.82035736002,60.4116866666664,-44.2276972513305,0.560412575363258,24.1976418474442
476,0.89,-0.116533816255952,0.07,-2.65926003693278,0.52,-0.653926467406664,0.31,-1.17118298150295,13.93,26.87,1494.99467921601,79.8995835840376,-43.4981780626316,1.05758142852535,18.7109195336868
477,0.54,-0.616186139423817,0.03,-3.50655789731998,0.31,-1.17118298150295,0.2,-1.6094379124341,11.97,24.67,1546.71685133345,80.4974779915557,-44.459841890465,0.599463997091905,19.2144759056389
478,1.44,0.364643113587909,NA,-0.63487827243597,0.19,-1.66073120682165,0.72,-0.328504066972036,NA,35.27,1325.59672438436,NA,NA,-0.000369492131050543,NA
479,1.1,0.0953101798043249,0.09,-2.40794560865187,0.57,-0.562118918153541,0.45,-0.798507696217772,15.47,31.03,1403.47422887289,69.829978713742,-44.1525860776333,0.477892710243891,20.0984484704805
480,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
481,0.6,-0.510825623765991,0.02,-3.91202300542815,0.36,-1.02165124753198,0.21,-1.56064774826467,11.33,23.2,1565.07392256907,93.2139893065406,-44.1678659375115,0.78296050549306,16.7901184598185
482,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
483,0.62,-0.478035800943,0.04,-3.2188758248682,0.34,-1.07880966137193,0.24,-1.42711635564015,10.3,25.6,1571.00723154103,75.0136705676368,-43.6904860615825,1.37075920082454,20.9429457277992
484,0.83,-0.186329578191493,0.2,-1.6094379124341,0.45,-0.798507696217772,0.31,-1.17118298150295,13.13,28,1337.92871203887,73.0527520031936,-43.4328979472188,0.385036723775469,18.3145559250167
485,1.35,0.300104592450338,NA,-0.562118918153541,0.51,-0.673344553263766,0.62,-0.478035800943,20.75,42,1377.34033324257,85.2467796198982,-43.7674920581429,-0.129648728304499,16.1570951933189
486,0.76,-0.27443684570176,0.27,-1.30933331998376,0.22,-1.51412773262978,0.27,-1.30933331998376,16.57,22.67,1650.85508303905,83.582488980219,-43.901760614314,-0.321342592513564,19.7512074978977
487,1.47,0.385262400790645,0.25,-1.38629436111989,0.54,-0.616186139423817,0.68,-0.385662480811985,20.5,36.47,1544.96178159462,79.9225783724459,-43.6302292195036,0.539550174205671,19.3307299771408
488,1.24,0.215111379616945,0.25,-1.38629436111989,0.47,-0.755022584278033,0.53,-0.63487827243597,18.03,32.9,1696.93722736352,87.1102731935751,-42.9341936236626,0.0981232848983836,19.4803341230788
489,0.92,-0.083381608939051,0.21,-1.56064774826467,0.3,-1.20397280432594,0.41,-0.891598119283784,13.27,25.33,1585.30368775505,96.7059795972001,-43.5156995932497,0.354953301522793,16.3930265156112
490,1,0,0.16,-1.83258146374831,0.39,-0.941608539858445,0.45,-0.798507696217772,17.83,33.47,1525.54014504897,59.7606806627728,-43.1198515330043,0.102901249924569,25.5274894484139
491,0.48,-0.7339691750802,0.02,-3.91202300542815,0.32,-1.13943428318836,0.14,-1.96611285637283,8.5,19.7,1525.92473225757,93.0252738947998,-43.6959762966542,-0.155261883947082,16.4033350117646
492,0.63,-0.462035459596559,0.04,-3.2188758248682,0.37,-0.994252273343867,0.23,-1.46967597005894,12.83,25.93,1313.89500335221,81.7581945378217,-44.6312741249832,0.233044014161141,16.0704992420594
493,1.52,0.418710334858185,0.12,-2.12026353620009,0.68,-0.385662480811985,0.72,-0.328504066972036,16.13,31.63,1513.52189446951,68.9077182631552,-43.7633703591407,0.855116963831678,21.964475571364
494,0.44,-0.82098055206983,0.01,-4.60517018598809,0.31,-1.17118298150295,0.11,-2.20727491318972,9.93,20.43,1385.59816888429,61.4005736244076,-44.5008278775395,0.877115522915013,22.5665345955903
495,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
496,1.38,0.322083499169113,0.19,-1.66073120682165,0.59,-0.527632742082372,0.6,-0.510825623765991,17.67,31.07,1552.53273561931,59.8685513656388,-44.1997377241123,-0.304147902640314,25.9323584787853
497,0.48,-0.7339691750802,0.02,-3.91202300542815,0.29,-1.23787435600162,0.18,-1.71479842809193,13.43,25.47,1437.54555038006,69.1785747088664,-44.7112519705273,-0.106285762485695,20.7802134754855
498,1.06,0.0582689081239758,0.21,-1.56064774826467,0.39,-0.941608539858445,0.46,-0.776528789498996,16.57,31.03,NA,NA,NA,NA,NA
499,0.35,-1.04982212449868,0.02,-3.91202300542815,0.22,-1.51412773262978,0.12,-2.12026353620009,8.67,20.73,1378.78735238673,71.0672017200262,-44.0801420220304,0.697725819856053,19.4011769004013
500,0.66,-0.415515443961666,0.07,-2.65926003693278,0.31,-1.17118298150295,0.29,-1.23787435600162,17.65,34.2,1642.90939636963,66.3064170954711,NA,-0.179701155502197,24.7775323767547
501,0.67,-0.400477566597125,0.04,-3.2188758248682,0.4,-0.916290731874155,0.23,-1.46967597005894,10.57,21.07,1476.32582907905,72.7250417054905,-44.0708353698962,0.407067178693867,20.3001028869481
